timestamp,ip,protocol,port,hostname,tag,header,asn,geo,region,city,systime,cache_control,location,server,search_target,unique_service_name,host,nts,nt,naics,sic,sector
09/02/2017 09:27,192.167.162.35,udp,56645,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:27:04 GMT",max-age=1801,,"Unspecified, UPnP/1.0, Unspecified",upnp:rootdevice,uuid:be620a72-cd8a-2cbd-2899-22038544b1e6::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:38,192.167.162.249,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:38:20 GMT",max-age=120,,Win32NT/6.2.9200.0 UPnP/1.1 Axis Communications Server/1.0,urn:axis-com:se,uuid:Upnp-BasicDevice-1_0- 463e48e4-575b-4193-b61c-427d9b59e503::urn:axis-com:se,,,,0,0,Information Technology
09/02/2017 11:09,192.167.163.96,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=150,,Microsoft-WinCE/5.0 UPnP/1.0 UPnP-Device-Host/1.0,upnp:rootdevice,uuid:00-04-63-10-37-ca::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:11,192.167.173.182,udp,49164,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 2.50.00.105,upnp:rootdevice,uuid:Xerox-Printer-1_0-XRX9C934E23DF50::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:09,192.167.174.68,udp,7014,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=1800,,EATON-HTTP/1.1 UPnP/1.0 UPnP-Device-Host/1.0 wsdl:BACnetWSPlus/1.8,upnp:rootdevice,uuid:99818a15-e71c-5431-8ccf-4a24f630c5ee::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:49,192.167.174.69,udp,7014,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=1800,,EATON-HTTP/1.1 UPnP/1.0 UPnP-Device-Host/1.0 wsdl:BACnetWSPlus/1.8,upnp:rootdevice,uuid:b4e4b417-4e7e-58b1-93ff-52f317ea4373::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:37,192.167.174.70,udp,7014,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=1800,,EATON-HTTP/1.1 UPnP/1.0 UPnP-Device-Host/1.0 wsdl:BACnetWSPlus/1.8,upnp:rootdevice,uuid:0f9304f2-d80c-5617-a5ee-d530993fa030::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:57,192.167.181.168,udp,60071,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=300,,"WINDOWS, UPnP/1.0, Intel MicroStack/1.0.1497",upnp:rootdevice,uuid:18DACA7E-12F4-1822-248D-C4ED4745082A::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:34,192.167.181.221,udp,40785,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:34:04 GMT",max-age=3600,,"Linux/3.10.73+, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2042WD-I-1_0-642368771::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:58,192.167.181.223,udp,57414,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:58:03 GMT",max-age=3600,,"Linux/3.10.73+, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2042WD-I-1_0-642368799::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:35,192.167.181.224,udp,35889,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:35:37 GMT",max-age=3600,,"Linux/3.10.73+, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2042WD-I-1_0-633475033::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:21,192.167.181.225,udp,43047,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 04:21:53 GMT",max-age=3600,,"Linux/3.10.73+, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2042WD-I-1_0-633475001::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:11,192.167.181.227,udp,41334,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:11:57 GMT",max-age=3600,,"Linux/3.10.73+, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2042WD-I-1_0-633474995::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:53,192.167.187.146,udp,32770,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:53:50 GMT",max-age=1800,,"Linux/2.6.22.19-38-sigma, UPnP/1.0, Portable SDK for UPnP devices/1.6.5",upnp:rootdevice,uuid:f9d65c88-e4cd-43b4-89eb-d0aeecbba191::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 11:05,192.167.216.13,udp,35734,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 13:08:25 GMT",max-age=3600,,"Linux/2.6.38.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2632F-I-1_0-524953747::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:14,192.167.216.16,udp,33498,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 04:18:15 GMT",max-age=3600,,"Linux/2.6.38.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2632F-I-1_0-524953873::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:39,192.167.216.17,udp,58998,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 04:43:44 GMT",max-age=3600,,"Linux/2.6.38.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.19",upnp:rootdevice,uuid:Upnp-DS-2CD2632F-I-1_0-524953840::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 11:08,192.167.217.15,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 V11.01.07.10_11-04-2014,upnp:rootdevice,uuid:16a65700-007c-1000-bb49-00159972a905::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:26,192.168.6.223,udp,56104,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:27:29 GMT",max-age=1800,,UPnP/1.0 DLNADOC/1.50 Platinum/1.0.5.13,upnp:rootdevice,uuid:25f47229-4cc8-d27a-26ab-684118c8fdb5::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:27,192.168.15.32,udp,32770,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:27:36 GMT",max-age=1800,,"Linux/2.6.22.19-38-sigma, UPnP/1.0, Portable SDK for UPnP devices/1.6.5",upnp:rootdevice,uuid:f9d65c88-e4cd-43b4-89eb-d0aeecbba10e::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:10,192.168.15.35,udp,49164,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 1.05.01.08,upnp:rootdevice,uuid:XEROX-Printer-1_0-xerox-posgrado::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:28,192.168.26.201,udp,49154,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 2.70.00.89      04-28-2011,upnp:rootdevice,uuid:Dell-Printer-1_0-DEL0015999E8C0A::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:18,192.168.28.63,udp,44417,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:18:53 GMT",max-age=3600,,"Linux/2.6.38.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.17",upnp:rootdevice,uuid:Upnp-DS-2CD2232-I5-1_0-488039129::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:12,192.168.31.190,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Fri, 26 Jun 2009 08:55:55 GMT",max-age=1800,,,upnp:rootdevice,uuid:Upnp-BasicDevice-1_0-c47a1d4f3e0c::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 11:01,192.168.32.220,udp,35089,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 11:00:55 GMT",max-age=100,,"Linux/3.2.26, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",upnp:rootdevice,uuid:73656761-7465-7375-636b-0090a9da9922::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:13,192.168.34.112,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=180,,OS 1.0 UPnP/1.0 Realtek/V1.3,upnp:rootdevice,uuid:12342409-1234-1234-5678-ee1234cc5678::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:59,192.168.34.154,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=180,,OS 1.0 UPnP/1.0 Realtek/V1.3,upnp:rootdevice,uuid:12342409-1234-1234-5678-ee1234cc5678::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:27,192.168.43.45,udp,2050,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 04:27:12 GMT",max-age=1801,,"Unspecified, UPnP/1.0, Unspecified",upnp:rootdevice,uuid:00000000-0000-1000-0000-a4934cb233a9::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:21,192.168.44.178,udp,56020,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:21:58 GMT",max-age=100,,"Linux/3.2.26, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",upnp:rootdevice,uuid:73656761-7465-7375-636b-0090a9dc6af3::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:23,192.168.44.185,udp,33847,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:22:53 GMT",max-age=100,,"Linux/2.6.32.11-svn70860, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",upnp:rootdevice,uuid:73656761-7465-7375-636b-0090a9374162::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:08,192.168.45.174,udp,49480,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 2.50.00.99,upnp:rootdevice,uuid:Xerox-Printer-1_0-XRX0000AAF11C14::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:23,192.168.48.164,udp,49649,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:23:34 GMT",max-age=1800,,UPnP/1.0 DLNADOC/1.50 Platinum/1.0.5.13,upnp:rootdevice,uuid:71492301-5f39-f33f-d883-521e0f2daaf0::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:11,192.168.52.45,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=120,,Linux/2.4.22-1.2115.nptl UPnP/1.0 miniupnpd/1.0,upnp:rootdevice,uuid:11111111-1111-1111-1111-111111111111::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:46,192.168.55.87,udp,44596,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:46:21 GMT",max-age=1801,,"Unspecified, UPnP/1.0, Unspecified",upnp:rootdevice,uuid:e6af6eb7-72b4-3541-1938-2ca70d933311::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:27,192.168.68.160,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Fri, 26 Jun 2009 08:55:55 GMT",max-age=1800,,,upnp:rootdevice,uuid:Upnp-BasicDevice-1_0-075f82d5d900::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 11:07,192.168.68.161,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Fri, 26 Jun 2009 08:55:55 GMT",max-age=1800,,,upnp:rootdevice,uuid:Upnp-BasicDevice-1_0-075f8337a400::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:46,192.168.68.162,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Fri, 26 Jun 2009 08:55:55 GMT",max-age=1800,,,upnp:rootdevice,uuid:Upnp-BasicDevice-1_0-075f83ea0f00::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:35,192.168.71.58,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=1800,,Custom/1.0 UPnP/1.0 Prod/Ver,upnp:rootdevice,uuid:f8ad5cfa-86a2-4c07-b025-ea64c676443d::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:15,192.168.83.105,udp,51554,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 V3.00.01.08     DEC-15-2014,upnp:rootdevice,uuid:16a65700-007c-1000-bb49-30cda7a6803c::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:16,192.168.86.67,udp,50941,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:16:02 GMT",max-age=1800,,"Linux, UPnP/1.0, UPnP devices",upnp:rootdevice,uuid:ENR-140-00:0F:7C:0D:AC:8D::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 11:08,192.168.86.84,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 120,,System/1.0 UPnP/1.0 IGD/1.0,upnp:rootdevice,uuid:IGD{722696eb-73c2-4d55-ae59-ad48e0a6b7aa}08101719C75C::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:54,192.168.86.112,udp,34234,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:50:33 GMT",max-age=1800,,"Linux, UPnP/1.0, UPnP devices",upnp:rootdevice,uuid:ENR-140-00:0F:7C:0E:7D:8A::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:43,192.168.93.13,udp,1900,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Fri, 31 Aug 2012 09:37:47 GMT",max-age=1810,,Linux/2.6.31 DLNADOC/1.50 UPnP/1.0 MiniDLNA/1.0,upnp:rootdevice,uuid:4d696e69-444c-164e-9d41-c8d3a3652d56::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:36,192.168.97.191,udp,42558,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:36:43 GMT",max-age=100,,"Linux/2.6.33.2, UPnP/1.0, Portable SDK for UPnP devices/1.4.1",upnp:rootdevice,uuid:Upnp-NVR-00:08:9b:cb:e4:cf::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:54,192.168.101.71,udp,1026,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age = 60,,Network Printer Server UPnP/1.0 OS 1.70.02.43 06-28-2012,upnp:rootdevice,uuid:Xerox-Printer-1_0-XRX9C934E06C62A::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:55,192.168.108.7,udp,34358,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:55:49 GMT",max-age=3600,,"Linux/4.9.7-101.fc24.x86_64, UPnP/1.0 DLNADOC/1.50, TVMOBiLi UPnP Server/2.1.4490",upnp:rootdevice,uuid:5436bfc8-3af1-421f-9780-80636f727361::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:12,192.168.108.204,udp,37815,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 03:15:04 GMT",max-age=3600,,"Linux/2.6.38.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.17",upnp:rootdevice,uuid:Upnp-DS-2CD2232-I5-1_0-488039089::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 09:31,192.168.120.58,udp,39214,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 09:31:03 GMT",max-age=100,,"Linux/3.10.39, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",upnp:rootdevice,uuid:73656761-7465-7375-636b-0090a9ed0d20::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:53,192.168.127.12,udp,46463,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,"Thu, 09 Feb 2017 10:53:22 GMT",max-age=100,,"Linux/3.0.8, UPnP/1.0, Portable SDK for UPnP devices/1.6.6",upnp:rootdevice,uuid:1fc80402-1dd2-11b2-83ca-ac64fb9de401::upnp:rootdevice,,,,0,0,Information Technology
09/02/2017 10:30,192.168.129.15,udp,54433,,ssdp,HTTP/1.1 200 OK,278,MX,DISTRITO FEDERAL,MEXICO CITY,,max-age=1800,,"POSIX, UPnP/1.0, Intel MicroStack/1.0.2777",upnp:rootdevice,uuid:4b833918-46e4-0589-350c-44e6396b4c3f::upnp:rootdevice,,,,0,0,Information Technology
