timestamp,ip,protocol,port,hostname,asn,geo,region,city,version,clk_wander,clock,error,frequency,jitter,leap,mintc,noise,offset,peer,phase,poll,precision,processor,refid,reftime,rootdelay,rootdispersion,stability,state,stratum,system,tai,tc,naics,sic,sector
09/02/2017 03:51,192.100.199.102,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4665A4.BC38F5E1,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465820.E923D6F1,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:42,192.100.199.113,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4671AE.71043FB1,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 05:46,192.100.199.154,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467567.AD4741B0,,0,0,3,3,,0,,,,-20,unknown,INIT,0x00000000.00000000,0,0,,,16,UNIX,,3,0,0,Information Technology
09/02/2017 05:23,192.100.199.158,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4675CF.80D8E247,,0,0,3,3,,0,,,,-21,unknown,INIT,0x00000000.00000000,0,0,,,16,UNIX,,3,0,0,Information Technology
09/02/2017 03:27,192.100.199.170,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC46603A.D61452A2,,0,0,0,3,,0,,,,-20,unknown,192.167.169.17,0xDC465FF8.6FF426F8,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:07,192.100.199.181,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC46695F.F9A00CE6,,0,0,0,3,,0,,,,-20,unknown,192.167.169.17,0xDC465ECE.8F10E064,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 05:34,192.100.199.185,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467E02.181690B0,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:38,192.100.199.190,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4662D2.B11D851B,,0,0,0,3,,0,,,,-22,unknown,192.167.169.17,0xDC4656B5.A88B0880,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:34,192.100.199.193,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4661BC.27E53441,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:10,192.100.199.198,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466A35.94A32ED5,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC4602B7.229A9B78,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:58,192.100.199.201,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467570.A0FE8C51,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:15,192.100.199.209,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466B77.EEF1D384,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:45,192.100.199.218,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467254.1F489A2D,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC466FFA.D1486C08,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:34,192.100.199.246,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4661C8.30511A8A,,0,0,0,3,,0,,,,-20,unknown,192.167.169.17,0xDC462E64.89A76267,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 05:14,192.100.199.252,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xdc467918.54e65d41,,4.979,0.977,0,,1.042,0.25,,,10,-10,unknown,192.167.169.17,0xdc4675d9.b92b589e,0.977,29.777,0.033,4,2,UNIX,,,0,0,Information Technology
09/02/2017 03:48,192.100.199.253,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xdc46650f.747f939a,,4.965,0.977,0,,1.068,-0.131,,,10,-10,unknown,192.167.169.17,0xdc4661ce.9198f40a,0.977,29.716,0.033,4,2,UNIX,,,0,0,Information Technology
09/02/2017 05:01,192.100.199.255,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xdc46763e.2b72bbc5,,4.979,0.977,0,,1.042,0.25,,,10,-10,unknown,192.167.169.17,0xdc4675d9.b92b589e,0.977,18.842,0.033,4,2,UNIX,,,0,0,Information Technology
09/02/2017 04:15,192.100.200.21,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466B67.CD33A0D0,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465949.0ECF8DE7,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:46,192.100.200.182,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4672BA.FD7897E3,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC4672B9.E70E98E1,0,0,,,2,UNIX,,9,0,0,Information Technology
09/02/2017 04:01,192.167.42.250,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc461549.1d94af4f,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:34,192.167.46.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC466FD3.EB1D41B4,,0.333,0.169,0,,0.468,-1.594,,,10,-24,unknown,192.167.169.17,0xDC466A9C.40E0581E,50.743,36.858,0.016,4,2,UNIX,,,0,0,Information Technology
09/02/2017 04:41,192.167.71.21,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC46717E.2AC3492F,,1.093,1.545,3,,0.546,1.268,,,6,-24,unknown,INIT,0xDBC239A4.1692F270,0,99999.999,0.017,4,16,UNIX,,,0,0,Information Technology
09/02/2017 04:02,192.167.71.28,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4.2.4p8,,0xdc466870.53697d40,,-0.303,0.004,0,,0.004,-0.011,,,10,-18,unknown,GPS,0xdc466870.164e9b5e,0,0.276,0,4,1,powerpc-ecos-ecos,,,0,0,Information Technology
09/02/2017 04:14,192.167.71.85,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc466b11.576d7000,0.09,15669.22,,0,,,,2172,,10,,,192.36.143.130,0xdc466712.47568000,193.66,10.03,,,2,SunOS,,,0,0,Information Technology
09/02/2017 03:46,192.167.71.87,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc466482.7e5fe000,8.61,-48621.98,,0,,,,50853,,10,,,192.36.143.130,0xdc4662df.b226e000,180.21,11.29,,,2,SunOS,,,0,0,Information Technology
09/02/2017 04:00,192.167.71.90,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc4667d3.72397000,11.4,-49294.4,,0,,,,44844,,10,,,192.36.143.130,0xdc466594.54757000,185.87,11.66,,,2,SunOS,,,0,0,Information Technology
09/02/2017 04:48,192.167.73.52,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8@1.3265-o Tue Jun  7 19:05:51 UTC 2016 (3),0,0xdc466bc0.c4480d76,,0,0,0,3,,0,,,,-21,x86_64,127.127.1.0,0xdc466b8e.3fc9c038,0,11.677,,,6,Linux/3.4.6,,6,0,0,Information Technology
09/02/2017 04:38,192.167.90.14,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.024,0xdc4670ca.f22a4d2f,,-4.91,0,0,3,,0.479,,,,-19,armv7l,192.166.11.238,0xdc466f20.f48c1e38,116.556,76.788,,,3,Linux/2.6.37+,,8,0,0,Information Technology
09/02/2017 03:14,192.167.90.35,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.003,0xdc465d07.20d4121c,,-2.271,0,0,3,,-0.004,,,,-19,armv7l,192.166.11.227,0xdc465aa8.ec524888,118.202,83.274,,,3,Linux/2.6.37+,,9,0,0,Information Technology
09/02/2017 04:24,192.167.90.37,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.022,0xdc466d64.341985d1,,-5.08,0,0,3,,0.22,,,,-19,armv7l,192.166.11.229,0xdc466a75.e8d3335c,119.462,92.472,,,3,Linux/2.6.37+,,9,0,0,Information Technology
09/02/2017 04:16,192.167.90.47,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.024,0xdc466bab.f8f7ea80,,-11.73,0,0,3,,-0.233,,,,-19,armv7l,192.166.11.229,0xdc466990.f185a663,116.571,83.478,,,3,Linux/2.6.37+,,10,0,0,Information Technology
09/02/2017 04:36,192.167.90.48,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.005,0xdc467065.b90ae1d8,,-2.559,0,0,3,,-0.054,,,,-19,armv7l,192.166.11.227,0xdc466e19.f09538af,115.134,76.338,,,3,Linux/2.6.37+,,9,0,0,Information Technology
09/02/2017 04:27,192.167.90.50,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.007,0xdc466e35.fc38cba2,,-6.373,0,0,3,,-0.029,,,,-19,armv7l,192.166.11.238,0xdc466dfb.f74aab05,118.219,68.673,,,3,Linux/2.6.37+,,10,0,0,Information Technology
09/02/2017 04:19,192.167.90.51,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p5@1.2349 Thu Feb  6 22:10:48 UTC 2014 (1),0.01,0xdc466c40.578b279a,,-2.357,0,0,3,,0.168,,,,-19,armv7l,192.166.11.227,0xdc466b55.eb75d4a3,118.236,75.991,,,3,Linux/2.6.37+,,10,0,0,Information Technology
09/02/2017 03:25,192.167.101.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC45F81C.C51EBA70,,0,0,3,,0,0,,,6,-6,unknown,INIT,0x00000000.00000000,0,0,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 04:32,192.167.107.3,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8p8@1.3265-o Fri Jun 10 15:40:53 UTC 2016 (1),0.054,0xdc466f55.59aebc76,,38.974,0,0,3,,0.836,,,,-20,amd64,192.36.143.130,0xdc466972.1c60fa37,206.161,34.018,,,2,FreeBSD/10.3-RELEASE-p9,1,9,0,0,Information Technology
09/02/2017 04:27,192.167.110.130,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,3,0xDC466E40.56E4A249,,3,0,0,3,,3,,,,-22,unknown,192.167.169.17,0xDC466E22.26C2CAD5,3,3,,,2,UNIX,,6,0,0,Information Technology
09/02/2017 06:00,192.167.110.189,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xAF864C79.FBE1E055,,0,0,3,,0,0,,,6,-17,unknown,INIT,0x00000000.00000000,0,0,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 03:29,192.167.112.4,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8@1.3265-o Tue Jun 30 04:23:53 UTC 2015 (1),0,0xdc466090.1f7308e5,,0,0,0,3,,0,,,,-20,x86_64,127.127.1.0,0xdc466055.f1d80c56,0,11.797,,,6,Linux/3.4.6,,6,0,0,Information Technology
09/02/2017 05:58,192.167.112.30,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC46837E.127D29EE,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC467F92.A8C67D7F,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:51,192.167.112.62,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC4665D3.8E5B4E3A,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC463BC5.8F0F09F2,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:23,192.167.112.75,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8@1.3265-o Tue Jun 30 06:07:03 UTC 2015 (3),0,0xdc46683e.9f24436f,,0,0,0,3,,0,,,,-21,x86_64,127.127.1.0,0xdc46681e.9157150c,0,11.407,,,6,Linux/3.4.6,,6,0,0,Information Technology
09/02/2017 04:29,192.167.112.94,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466EAF.4F588265,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC466E8A.EAF11E83,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:27,192.167.112.100,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8@1.3265-o Tue Jun 30 03:50:38 UTC 2015 (1),0,0xdc465b2b.06dd8390,,0,0,0,3,,0,,,,-21,x86_64,127.127.1.0,0xdc465b14.ab5d2ab7,0,11.257,,,6,Linux/3.4.6,,6,0,0,Information Technology
09/02/2017 05:28,192.167.112.126,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467C76.3E989139,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC467B58.B60802AD,0,0,,,2,UNIX,,8,0,0,Information Technology
09/02/2017 04:41,192.167.112.131,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.8@1.3265-o Tue Jun 30 03:50:38 UTC 2015 (1),0,0xdc466cc3.d0e605fe,,0,0,0,3,,0,,,,-21,x86_64,127.127.1.0,0xdc466c84.44f422db,0,11.872,,,6,Linux/3.4.6,,6,0,0,Information Technology
09/02/2017 03:40,192.167.112.158,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466328.63FAB0A1,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC4653C0.2F9C2821,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 04:15,192.167.112.190,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466B4E.54E337FB,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465EDA.E4E928D4,0,0,,,2,UNIX,,9,0,0,Information Technology
09/02/2017 03:59,192.167.112.222,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC466796.048CC432,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC466370.160F5B95,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:58,192.167.113.88,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,ntpd 4.2.6p3@1.2290 Thu Jul 11 06:40:46 UTC 2013 (1),0,0xdc46332c.a03b92ea,,0,0,3,3,,0,,,,-20,armv7l,INIT,0x00000000.00000000,0,57633.675,,,16,Linux/3.0.8,,3,0,0,Information Technology
09/02/2017 05:40,192.167.119.130,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbf60f736.c72378ab,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:01,192.167.119.131,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcd2e923.f51eb851,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 05:41,192.167.119.133,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcbdcfe9.16bca537,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:15,192.167.119.134,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcebcea1.1ad45e91,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:18,192.167.119.137,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbf60e472.0461f9f0,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:34,192.167.119.138,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcebe0b1.8ff65dbf,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:48,192.167.119.139,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbccedf27.4cd7add1,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 05:10,192.167.122.124,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcebdd4e.df5ce182,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:44,192.167.122.125,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcd2e547.88998d04,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:44,192.167.123.145,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbd8e2af5.60a9bcfd,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:28,192.167.123.149,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcbdb0b0.5f84cad5,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:32,192.167.123.153,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc46618e.aa4a9cdc,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:22,192.167.123.161,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcbdbd31.c25b317e,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:39,192.167.126.250,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcd2e404.ee1bb05f,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:46,192.167.127.125,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbd8e11aa.9c589acb,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 04:56,192.167.130.203,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xbcc0f581.184d9839,,0,0,3,,,,0,,6,-18,,0.0.0.0,0x00000000.00000000,0,0,0,0,16,,,,0,0,Information Technology
09/02/2017 03:30,192.167.134.93,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xD5223763.5BF1735A,,0,0.007,3,,0.007,0,,,6,-17,unknown,INIT,0x00000000.00000000,0,99999.999,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 03:56,192.167.143.162,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xdc4666fb.42722185,,11.387,6.107,0,,,,5460039,,10,-17,,192.167.169.17,0xdc4666be.248754f3,16.808,24.537,0.08,4,2,,,,0,0,Information Technology
09/02/2017 04:10,192.167.146.73,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xdc466a3d.a748abb7,,3.002,0.225,0,,0.806,-0.737,,,10,-26,unknown,192.167.169.17,0xdc466719.2ad181b0,1.815,28.117,0.027,4,2,UNIX,,,0,0,Information Technology
09/02/2017 03:23,192.167.146.165,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC465F19.312DC053,0.08,9.23,,0,,,,50812,,6,,,192.167.169.17,0xDC465F18.D890DE3D,0.64,0.47,,,2,cisco,,,0,0,Information Technology
09/02/2017 04:22,192.167.148.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,3,0xDC466D0D.F1BD65C7,,3,0,0,3,,3,,,,-22,unknown,192.167.169.17,0xDC466CD7.25E5AEC4,3,3,,,2,UNIX,,6,0,0,Information Technology
09/02/2017 03:53,192.167.151.233,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC46664E.27B5658C,0.17,233.22,,0,,,,48211,,10,,,192.167.169.17,0xDC4663E9.5E275610,5.95,0.55,,,2,cisco,,,0,0,Information Technology
09/02/2017 05:52,192.167.151.237,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC46820B.1DFB7091,1.16,76.35,,0,,,,39146,,9,,,192.168.62.11,0xDC4681CC.80563D95,12.31,6.48,,,3,cisco,,,0,0,Information Technology
09/02/2017 03:16,192.167.151.238,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC465D96.A9F15157,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC465D87.29274783,0,0,,,2,UNIX,,6,0,0,Information Technology
09/02/2017 03:54,192.167.155.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC466665.1B4F1125,,-5.274,0.065,0,,0.276,-0.328,,,10,-24,unknown,192.167.169.17,0xDC46652A.39FBDFA1,24.158,20.372,0.01,4,2,UNIX,,,0,0,Information Technology
09/02/2017 05:31,192.167.159.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC4607C2.FEB854A8,,0,0,3,,0,0,,,6,-6,unknown,INIT,0x00000000.00000000,0,0,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 04:09,192.167.160.1,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC4669E1.E40EF972,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC4669AD.DB11895D,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 04:31,192.167.160.22,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC466EEF.308C608E,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC466EED.DD10BAF6,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 04:38,192.167.160.24,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC467081.7F279D80,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC46706D.DDA35846,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 03:23,192.167.160.62,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC465F20.85F92CF7,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC465EED.D6F96C7A,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 04:07,192.167.160.94,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC46695A.5F877415,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC46692D.DB30ECC0,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 03:47,192.167.160.126,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC4664BC.5D64E3B1,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC4664AD.D92BE1A7,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 03:32,192.167.164.133,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,3,0xDC465864.E00E4928,,3,0,3,3,,3,,,,-21,unknown,4s,0x00000000.00000000,3,3,,,16,UNIX,,3,0,0,Information Technology
09/02/2017 05:04,192.167.167.62,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC46769E.22278787,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC46766D.DFEBDE66,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 05:53,192.167.167.126,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC46822C.BCFF0F0D,0.02,0,,0,,,,38908,,6,,,127.127.7.1,0xDC4681ED.E45A0A33,0,0.02,,,8,cisco,,,0,0,Information Technology
09/02/2017 04:33,192.167.169.123,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xB1A18D91.7E95F1DA,0,0,,3,,,,0,,4,,,0.0.0.0,0x00000000.00000000,0,0,,,16,cisco,,,0,0,Information Technology
09/02/2017 04:10,192.167.174.129,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC466A33.867B4517,0.89,6.7,,0,,,,8618,,10,,,192.167.169.17,0xDC466902.474E42A5,1.05,4.09,,,2,cisco,,,0,0,Information Technology
09/02/2017 05:30,192.167.174.165,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,0xDC467D0C.9740ADA9,0.31,14.57,,0,,,,57542,,6,,,192.167.169.17,0xDC467CDB.3363958E,1.45,0.98,,,2,cisco,,,0,0,Information Technology
09/02/2017 04:11,192.167.176.253,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC466A87.41F211C6,,0,0,3,,0,0,,,6,-17,unknown,INIT,0xD7099835.5612300E,0,0,0,4,16,UNIX,,,0,0,Information Technology
09/02/2017 03:31,192.167.185.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC46610E.F2717B7C,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC464A69.592A635D,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 05:41,192.167.186.254,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,0,0xDC467F96.C0C4B5D2,,0,0,0,3,,0,,,,-21,unknown,192.167.169.17,0xDC466DD4.65B89BEC,0,0,,,2,UNIX,,10,0,0,Information Technology
09/02/2017 03:17,192.167.200.94,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC45F621.4D916948,,0,0,3,,0,0,,,6,-6,unknown,INIT,0x00000000.00000000,0,0,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 03:17,192.167.210.174,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,4,,0xDC45E860.79DB2420,,0,0,3,,0,0,,,6,-6,unknown,INIT,0x00000000.00000000,0,0,0,1,16,UNIX,,,0,0,Information Technology
09/02/2017 04:35,192.167.217.50,udp,123,,278,MX,DISTRITO FEDERAL,MEXICO CITY,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Information Technology
